Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Salary,Spending_Score,Family_Size
Male,Yes,56,1,Entertainment,+20,41076.28627615692,Low,2.0
Female,No,48,0,Engineer,10-20,32390.314640823588,Low,1.0
Male,Yes,26,0,Executive,5-10,24205.281482218066,Average,2.0
Female,Yes,21,1,Artist,0-5,18299.00856089634,High,2.0
Male,No,21,1,Healthcare,0-5,17404.575888721196,Low,2.0
Male,Yes,22,1,Lawyer,0-5,24409.193499000776,Average,2.0
Female,Yes,27,1,Lawyer,0-5,28885.810066664235,High,2.0
Male,Yes,42,1,Entertainment,5-10,28338.91052287298,Average,5.0
Female,Yes,54,1,Artist,+20,30386.509530093026,Low,4.0
Male,No,48,0,Doctor,+20,52672.59509180485,Low,3.0
Male,Yes,47,1,Artist,10-20,49576.90922275593,Low,1.0
Female,Yes,59,1,Artist,10-20,26229.226490142642,Average,5.0
Female,Yes,33,0,Entertainment,10-20,13544.726789845517,Low,2.0
Male,Yes,58,0,Lawyer,+20,56921.74079787959,High,2.0
Male,Yes,33,1,Artist,10-20,21287.91183298237,Low,
Male,No,53,1,Artist,5-10,31213.021764396453,Low,3.0
Female,Yes,29,0,Lawyer,0-5,20018.121807781696,High,2.0
Female,Yes,20,1,Engineer,0-5,23380.518555605846,Average,2.0
Female,Yes,44,1,Engineer,10-20,36106.67293721472,Low,1.0
Male,Yes,50,1,Entertainment,10-20,51625.906115595586,Average,2.0
Female,Yes,26,1,Entertainment,0-5,18650.9721639634,Average,2.0
Male,No,49,0,Healthcare,+20,15406.797926672365,Low,
Female,Yes,22,1,Artist,0-5,17377.447006336035,Average,2.0
Male,Yes,45,1,Lawyer,5-10,27870.053559969823,High,2.0
Female,No,47,1,Entertainment,+20,51355.4085309946,Low,5.0
Female,No,59,0,Homemaker,10-20,41860.153344771905,Low,1.0
Male,Yes,19,1,Entertainment,5-10,18732.25787744867,Low,2.0
Male,Yes,48,0,Artist,5-10,38918.58183727418,Average,3.0
Male,Yes,28,1,Entertainment,0-5,21528.31479592798,Low,4.0
Male,Yes,36,0,Entertainment,0-5,15099.884257360078,Average,4.0
Female,No,54,0,Entertainment,10-20,32636.951043763813,Low,4.0
Female,Yes,18,0,Entertainment,5-10,11198.063284601718,Low,6.0
Female,No,19,1,Healthcare,0-5,16445.157492307422,Low,4.0
Female,Yes,33,1,Lawyer,10-20,31213.402776072973,Average,4.0
Female,No,58,1,Marketing,10-20,33761.876935549946,Low,5.0
Female,No,33,0,Healthcare,10-20,25123.008358975912,Low,3.0
Male,Yes,21,1,Artist,0-5,17886.7896872745,Average,3.0
Female,No,30,1,Healthcare,5-10,30632.348845195258,Low,3.0
Male,Yes,29,0,Executive,0-5,30864.696299072537,Low,3.0
Male,No,35,0,Entertainment,+20,28148.88698387684,Low,5.0
Female,Yes,29,1,Artist,0-5,18529.96933776218,Average,4.0
Female,No,44,1,Artist,5-10,32139.19616359826,Low,1.0
Female,Yes,39,1,Artist,10-20,26680.123181959538,Average,2.0
Male,No,53,0,Artist,+20,30029.316971415683,Low,4.0
Female,No,37,1,Doctor,10-20,39732.977121794116,Low,3.0
Female,Yes,24,1,Entertainment,0-5,22743.126822385035,Average,2.0
Female,Yes,54,1,Artist,+20,62744.220863170456,Average,4.0
Female,No,39,1,Artist,10-20,20656.15651145383,Low,2.0
Male,No,55,1,Entertainment,10-20,36026.74012171893,Low,1.0
Male,Yes,39,0,Homemaker,10-20,33670.84974908795,Average,3.0
Male,Yes,25,1,Artist,5-10,16480.849433072242,Average,2.0
Female,,23,1,Artist,0-5,13151.673250009655,Average,1.0
Female,Yes,54,1,Entertainment,10-20,56706.11080477231,Average,4.0
Male,Yes,31,1,Artist,10-20,28705.768508200716,Average,3.0
Female,Yes,43,1,Artist,10-20,29363.5865729124,Low,1.0
Female,Yes,52,1,Doctor,+20,34993.81727374298,Low,1.0
Female,Yes,22,1,Artist,0-5,14464.55058873893,Average,2.0
Female,Yes,27,1,Artist,0-5,18461.871978529067,Average,3.0
Male,Yes,41,1,Entertainment,10-20,20200.019190470448,Low,1.0
Female,Yes,33,1,,5-10,,Low,1.0
Male,No,39,0,Healthcare,10-20,33755.30751944628,Low,3.0
Male,Yes,37,0,,5-10,,Low,5.0
Male,Yes,27,1,Artist,0-5,22357.64773003564,Average,
Male,No,31,0,Doctor,10-20,16976.608595324942,Low,6.0
Female,No,40,0,Engineer,5-10,35348.04006382177,Low,6.0
Male,Yes,26,1,Entertainment,0-5,23977.62371792995,Average,4.0
Male,No,48,0,Entertainment,0-5,41191.375745241814,Low,4.0
Female,No,59,0,Homemaker,5-10,62558.57132041948,Low,3.0
Male,No,33,0,Healthcare,10-20,18032.54515528638,Low,4.0
Male,Yes,40,1,Artist,5-10,27521.376704029823,High,2.0
Male,Yes,35,1,Artist,5-10,27629.11710776025,Average,2.0
Male,Yes,51,1,Executive,+20,65615.44734287789,High,6.0
Male,Yes,34,0,Executive,10-20,30314.808728120384,High,3.0
Female,No,57,0,Executive,5-10,60268.05400768159,Low,
Male,Yes,45,1,Lawyer,+20,56607.84536826466,Low,4.0
Female,Yes,49,1,Engineer,10-20,30211.85116096508,Low,1.0
Male,No,32,1,Artist,5-10,22948.83174946533,Low,3.0
Male,Yes,27,0,Executive,0-5,20934.600107540813,Low,2.0
Male,Yes,25,0,Executive,5-10,21074.757672479856,High,3.0
Female,Yes,28,1,Artist,0-5,13690.717942313138,Average,4.0
Male,Yes,27,0,Homemaker,5-10,10864.32089548498,Average,2.0
Female,Yes,55,1,Artist,+20,50063.9954582514,Average,3.0
Female,Yes,18,1,Artist,0-5,15697.63271093468,Average,4.0
Female,Yes,34,1,Doctor,10-20,29850.0223522884,Average,3.0
Female,No,26,0,Doctor,0-5,25753.712159186434,Low,4.0
Male,No,35,0,Healthcare,10-20,27806.137503824706,Low,4.0
Male,Yes,28,1,Entertainment,0-5,20909.74836534988,Low,2.0
Male,No,48,1,Healthcare,+20,37272.561128373505,Low,3.0
Male,Yes,46,1,Artist,+20,40868.53911906415,Average,2.0
Male,Yes,49,0,Executive,0-5,52495.595943176624,High,2.0
Male,Yes,44,0,Entertainment,10-20,33478.473332273206,Average,5.0
Male,Yes,19,1,Executive,0-5,27508.094345712852,High,1.0
Female,Yes,59,1,Artist,+20,19776.678501236056,Average,3.0
Male,No,35,0,Doctor,5-10,22578.062037565593,Low,4.0
Male,Yes,28,1,Artist,0-5,18982.528067140644,Average,2.0
Male,No,40,1,Doctor,5-10,31584.209009651848,Low,1.0
Male,Yes,48,1,Artist,10-20,49992.31403423606,Average,2.0
Female,No,24,1,Engineer,5-10,24288.935316980384,Low,2.0
Female,Yes,26,1,Artist,0-5,18020.239364486577,Average,2.0
Male,No,42,0,Healthcare,10-20,40658.32717919465,Low,4.0
Male,No,29,1,Artist,0-5,16612.29581879766,Low,1.0
Female,No,50,0,Healthcare,5-10,42808.7515033623,Low,3.0
Female,No,38,0,Marketing,5-10,173290.7431124785,Low,
Female,No,47,1,Artist,+20,36141.71701707083,Low,3.0
Male,Yes,51,0,Lawyer,10-20,40956.80720235803,Low,1.0
Female,Yes,21,0,Engineer,0-5,14323.512183080577,High,3.0
Female,Yes,56,0,Artist,5-10,61721.28785791753,Average,5.0
Male,Yes,22,0,Entertainment,10-20,12361.543606748015,Average,5.0
Male,Yes,33,1,Lawyer,5-10,23882.37486282501,High,2.0
Female,Yes,59,1,Lawyer,10-20,30208.656437092926,High,2.0
Male,No,54,1,Doctor,10-20,37527.957244600606,Low,3.0
Male,Yes,19,1,Artist,10-20,15855.71317916016,Low,1.0
Male,No,25,0,Artist,0-5,16671.11663366547,Low,7.0
Female,Yes,43,1,Healthcare,10-20,49159.89770111015,Average,6.0
Male,Yes,29,0,Executive,0-5,21648.36199725099,High,3.0
Female,No,31,1,Lawyer,10-20,30591.816619255624,Low,1.0
Male,Yes,31,0,Executive,5-10,23270.323168054114,High,2.0
Male,Yes,26,1,Artist,10-20,22493.4104999266,Average,4.0
Male,Yes,18,1,Artist,5-10,12739.526381460531,Average,2.0
Male,Yes,36,1,Artist,5-10,24333.794888597327,Average,2.0
Male,No,57,0,Doctor,0-5,43185.28612912473,Low,6.0
Male,Yes,46,0,Entertainment,+20,29757.664085812,Average,2.0
Male,Yes,37,1,Artist,10-20,17624.654222794026,High,2.0
Female,No,28,1,Engineer,0-5,24227.011510028147,Low,3.0
Male,Yes,29,1,Artist,0-5,20365.61180323169,Low,1.0
Male,No,40,0,Healthcare,5-10,16824.84511765286,Low,5.0
Male,Yes,44,0,Entertainment,10-20,26544.532190108566,Average,3.0
Female,Yes,36,1,Artist,+20,17258.989285405358,Average,2.0
Female,Yes,34,0,Engineer,5-10,31281.88086938098,Average,3.0
Male,No,32,1,Marketing,5-10,22472.594295508592,Low,4.0
Male,Yes,49,1,Artist,10-20,51450.73404897191,Average,3.0
Female,No,56,1,Artist,10-20,23530.88442100113,Low,
Female,No,47,0,Healthcare,10-20,27471.46851859929,Low,4.0
Male,Yes,47,1,Engineer,10-20,53669.2507713633,Average,5.0
Female,Yes,38,1,Artist,10-20,35630.55210481631,High,2.0
Female,No,31,1,Entertainment,10-20,29090.247230145404,Low,4.0
Male,Yes,24,0,Lawyer,0-5,20534.73290158766,Low,1.0
Female,,38,1,Homemaker,10-20,20391.08363165801,Low,1.0
Male,No,42,1,Entertainment,0-5,41158.03003897664,Low,2.0
Male,No,50,0,Entertainment,10-20,33721.49651678759,Low,1.0
Male,Yes,53,1,Executive,5-10,61192.10186957337,High,5.0
Male,No,56,1,Healthcare,10-20,66422.64774251658,Low,2.0
Female,Yes,25,1,Artist,0-5,21535.7920803519,Average,2.0
Male,Yes,52,1,Artist,5-10,19162.333323482042,Average,3.0
Male,No,21,1,Healthcare,0-5,19184.36496912455,Low,5.0
Male,No,32,0,Doctor,10-20,29968.122598417885,Low,5.0
Male,Yes,50,1,Artist,10-20,53797.772097653324,Average,5.0
Female,No,40,0,Healthcare,5-10,37767.48100716877,Low,3.0
Female,No,22,1,Healthcare,5-10,17872.200854236307,Low,3.0
Male,Yes,18,1,Lawyer,0-5,21929.29912928205,High,2.0
Male,Yes,58,0,Executive,+20,73636.0651144975,High,7.0
Male,Yes,51,1,Doctor,5-10,35030.849073668534,Low,1.0
Female,No,42,0,Doctor,10-20,21931.902410104456,Low,4.0
Male,No,20,0,Doctor,5-10,15710.344823439995,Low,
Male,Yes,46,1,Artist,+20,32546.201213907443,Average,2.0
Female,No,36,0,Marketing,10-20,17406.56525611074,Low,1.0
Female,No,48,0,Entertainment,5-10,40467.23812894269,Low,3.0
Male,Yes,29,1,Artist,0-5,17680.042644540426,Low,2.0
Female,No,51,1,Entertainment,+20,53659.15197906823,Low,2.0
Female,No,50,1,Artist,+20,36200.4604118651,Low,2.0
Male,Yes,52,0,Artist,+20,44449.81461612638,Average,4.0
Male,Yes,20,1,Artist,0-5,16960.455474232574,Average,4.0
Male,Yes,37,1,Entertainment,+20,39269.67965710383,Average,2.0
Male,No,53,0,Artist,5-10,22911.77567118121,Low,5.0
Male,Yes,33,1,Engineer,10-20,31630.50141095655,Average,2.0
Male,Yes,24,0,Marketing,0-5,14164.691026881519,High,3.0
Female,No,20,0,Healthcare,0-5,12928.042073167726,Low,5.0
Male,No,37,0,Healthcare,0-5,16016.387199995057,Low,3.0
Male,Yes,32,0,Entertainment,10-20,20720.363160878416,High,3.0
Male,Yes,45,1,Artist,0-5,40928.92168012504,Low,1.0
Male,Yes,43,1,Lawyer,10-20,40184.78931793537,High,2.0
Male,Yes,26,1,Artist,10-20,16493.361137288357,Average,4.0
Male,Yes,21,1,Artist,5-10,15055.880332105706,Average,2.0
Female,Yes,42,0,Homemaker,5-10,31181.494065135445,High,3.0
Male,No,36,1,Doctor,10-20,28485.334657154548,Low,1.0
Male,No,57,0,Marketing,10-20,31896.775806253627,Low,6.0
Male,No,36,1,Artist,+20,35538.86056138176,Low,2.0
Male,No,47,0,Healthcare,+20,31811.21752488968,Low,3.0
Female,No,38,1,Entertainment,5-10,34269.18475612831,Low,1.0
Male,No,41,0,Executive,10-20,28059.300525971434,Low,3.0
Male,No,21,1,Entertainment,0-5,20660.17057515435,Low,8.0
Female,Yes,28,0,Engineer,0-5,15563.837263714222,Average,5.0
Male,Yes,42,0,Executive,10-20,40876.11953676892,High,2.0
Female,No,48,1,Artist,10-20,33858.91012480101,Low,2.0
Male,Yes,48,0,Executive,+20,32014.83748630857,Low,3.0
Male,Yes,56,0,Engineer,10-20,57317.049452388004,Average,8.0
Female,No,40,1,Homemaker,10-20,33807.04679217123,Low,1.0
Male,Yes,26,1,Artist,0-5,13781.940846932393,High,2.0
Female,No,59,1,Doctor,+20,64079.11328632497,Low,1.0
Male,No,29,0,Healthcare,5-10,12453.883418230977,Low,5.0
Female,Yes,43,1,Homemaker,10-20,31327.99775406329,Low,1.0
Male,No,35,0,Entertainment,10-20,19697.19605219106,Low,3.0
Female,Yes,36,1,Artist,10-20,22188.936238245442,Average,3.0
Female,No,29,0,Healthcare,0-5,19953.641105414506,Low,2.0
Male,Yes,22,0,Artist,10-20,10270.204903472388,Low,1.0
Male,Yes,35,1,Artist,10-20,25391.180747729184,Average,2.0
Male,No,30,1,Engineer,0-5,24580.204022910366,Low,1.0
Female,No,51,0,Engineer,+20,37056.36849801407,Low,1.0
Female,No,42,1,Artist,5-10,23733.688022369977,Low,1.0
Female,Yes,23,0,Engineer,0-5,14792.393151282928,Low,
Male,Yes,34,1,Executive,+20,33700.989181367,Low,2.0
Male,Yes,32,0,Executive,+20,35097.8836480693,High,3.0
Female,Yes,32,0,Artist,5-10,15805.410761339466,Low,1.0
Male,Yes,42,0,Doctor,+20,27365.145999734672,Average,2.0
Female,Yes,46,0,Marketing,+20,30097.41707715582,Average,2.0
Male,Yes,22,1,Artist,0-5,19465.4451464358,Low,4.0
Female,No,50,0,Engineer,+20,29851.26859456507,Low,1.0
Male,No,22,1,Artist,5-10,13835.434228308724,Low,1.0
Male,Yes,54,1,Artist,+20,35669.92962637653,Low,
Male,Yes,23,0,Lawyer,0-5,23852.377230546663,Low,1.0
Male,Yes,36,1,Artist,5-10,17447.956813388595,Average,2.0
Male,No,24,1,Artist,0-5,19115.04865686646,Low,1.0
Male,No,38,0,Entertainment,10-20,25773.56508467743,Low,3.0
Male,No,40,0,Healthcare,0-5,33123.86774388857,Low,4.0
Female,Yes,42,0,Doctor,10-20,20703.853073089827,High,6.0
Female,Yes,51,0,Doctor,+20,27674.865457039632,Low,1.0
Female,Yes,45,1,Lawyer,5-10,38157.33012919974,Low,1.0
Female,,47,0,Marketing,10-20,14095.805676051536,High,2.0
Female,Yes,51,1,Engineer,+20,22843.468056723832,Low,1.0
Male,Yes,26,1,Doctor,0-5,23578.84895558013,Average,3.0
Female,Yes,20,0,Lawyer,0-5,21451.42627802003,Low,1.0
Female,Yes,28,1,Doctor,5-10,24349.137666178354,Low,2.0
Female,Yes,51,0,Doctor,+20,19220.442884011172,Average,6.0
Female,Yes,36,1,Artist,5-10,23532.534949743327,Low,3.0
Male,No,19,1,Artist,0-5,16104.222770638675,Low,1.0
Female,No,18,1,Healthcare,10-20,18015.41812897408,Low,5.0
Male,Yes,42,1,Lawyer,+20,32156.00804045816,Low,
Male,Yes,54,1,Executive,+20,79176.30518075434,High,4.0
Female,No,36,1,Entertainment,10-20,37791.55398956618,Low,2.0
Female,No,24,0,Healthcare,0-5,17157.04546839537,Low,4.0
Female,Yes,34,1,Artist,5-10,25942.755379495055,Average,2.0
Female,Yes,53,1,Marketing,10-20,48977.65190739855,Low,2.0
Female,No,23,0,Engineer,0-5,17257.435900876524,Low,4.0
Male,Yes,59,1,Artist,+20,41346.52008156311,Low,1.0
Male,Yes,44,1,Artist,5-10,41329.911039619255,High,
Female,No,22,0,Doctor,0-5,19237.733829102217,Low,5.0
Male,Yes,36,1,Artist,5-10,17642.523221489762,Average,3.0
Male,No,49,0,Healthcare,10-20,29518.14177259731,Low,3.0
Male,No,27,0,Entertainment,0-5,12211.26765845177,Low,2.0
Male,Yes,21,1,Artist,5-10,15748.171774105736,High,2.0
Female,No,19,0,Doctor,0-5,19569.792048795873,Low,3.0
Female,Yes,27,0,Homemaker,0-5,20280.099079913394,Average,3.0
Male,Yes,58,1,Healthcare,+20,78416.70044130625,Low,3.0
Male,Yes,39,1,Artist,5-10,21250.865627955256,Low,2.0
Female,No,28,0,Engineer,0-5,15940.407001914426,Low,6.0
Female,Yes,55,1,Artist,+20,18519.74108974828,High,5.0
Female,Yes,32,1,Lawyer,10-20,23539.142358138528,Low,2.0
Male,Yes,54,0,Executive,+20,52627.50107763946,High,3.0
Male,No,27,0,Doctor,0-5,20864.06618807828,Low,5.0
Female,No,19,0,Artist,0-5,10610.101956181732,Low,5.0
Male,Yes,30,0,Executive,0-5,22312.30306039393,High,2.0
Male,Yes,21,0,Entertainment,0-5,15647.166744115246,Average,4.0
Female,No,48,0,Entertainment,5-10,42353.36093644077,Low,2.0
Female,Yes,42,1,Entertainment,10-20,20006.057443814156,Average,4.0
Male,Yes,52,1,,+20,,Average,2.0
Female,Yes,44,1,Lawyer,+20,38087.21361672447,High,2.0
Female,Yes,25,1,Artist,0-5,18680.957490981382,Average,2.0
Male,Yes,31,1,Entertainment,10-20,29402.23859355559,Average,4.0
Female,Yes,32,1,Doctor,5-10,28590.584818846244,Low,7.0
Male,Yes,49,1,Artist,+20,46173.29535290036,Low,2.0
Male,Yes,49,1,Engineer,10-20,55719.60384315846,Low,1.0
Male,No,56,1,Doctor,+20,37876.736972054176,Low,
Female,Yes,56,1,Artist,0-5,20482.121625735475,Average,2.0
Male,No,24,0,Healthcare,0-5,15265.47431460475,Low,3.0
Male,Yes,26,0,Engineer,0-5,16881.968399758432,High,2.0
Male,Yes,35,0,Executive,10-20,26424.792218855,High,7.0
Male,Yes,26,1,Entertainment,0-5,26737.932714652412,Low,1.0
Male,No,44,0,Healthcare,+20,32590.39806469732,Low,3.0
Male,No,58,0,Healthcare,+20,61374.59490606448,Low,3.0
Female,No,44,1,Engineer,5-10,47946.27748179566,Low,5.0
Male,Yes,46,0,Executive,5-10,47435.47256044945,High,2.0
Female,No,50,1,Homemaker,+20,43993.4716306199,Low,3.0
Male,Yes,51,1,Marketing,+20,21594.379274842664,High,2.0
Male,Yes,21,0,Entertainment,0-5,13708.799836644406,Low,1.0
Female,Yes,33,1,Homemaker,5-10,23964.171545587935,High,
Male,Yes,38,1,Artist,5-10,24917.600123035725,Low,3.0
Male,,28,1,Artist,0-5,17561.222718200494,Low,2.0
Male,,41,1,Artist,10-20,38336.95805585458,Average,3.0
Female,No,54,0,Healthcare,+20,62936.13192281623,Low,3.0
Female,No,58,0,,+20,,Low,3.0
Male,Yes,51,1,Artist,+20,19597.60344056916,Average,2.0
Female,No,32,1,Artist,5-10,28356.107553275135,Low,1.0
Female,Yes,51,0,Lawyer,+20,36169.083562962245,High,2.0
Male,Yes,42,1,Executive,10-20,32406.493826692364,High,6.0
Male,Yes,41,1,Executive,5-10,53323.76017833544,High,3.0
Male,No,48,1,Doctor,+20,35605.283346879645,Low,2.0
Male,Yes,58,0,Entertainment,+20,61398.674785574636,Average,3.0
Female,No,26,0,Artist,5-10,9633.186828089969,Low,1.0
Female,Yes,41,1,Engineer,10-20,33275.42157541307,High,2.0
Female,No,42,1,Engineer,10-20,26229.712039621718,Low,1.0
Female,No,31,1,Engineer,5-10,25840.035825481762,Low,1.0
Male,Yes,37,1,Executive,5-10,28981.232903456435,High,3.0
Male,Yes,59,1,Entertainment,+20,33642.59084552676,Low,2.0
Female,No,34,0,Healthcare,5-10,29060.307458760828,Low,3.0
Male,Yes,53,0,Lawyer,0-5,40546.858757289985,High,3.0
Female,No,55,1,Artist,+20,34493.23148759795,Low,1.0
Male,Yes,45,0,Artist,10-20,39242.27505405391,Average,4.0
Male,Yes,20,1,Artist,0-5,15922.973545054725,High,2.0
Female,Yes,30,1,Artist,0-5,23770.751823995928,Low,1.0
Female,Yes,22,1,Artist,5-10,16124.298307318642,Average,2.0
Male,Yes,32,1,Artist,0-5,20528.687444521893,Average,4.0
Male,No,22,1,Artist,0-5,13617.011542353946,Low,4.0
Male,Yes,32,1,Artist,10-20,16731.99042814049,Average,5.0
Male,Yes,50,0,Artist,5-10,22984.536526391254,Low,5.0
Female,No,53,0,Entertainment,5-10,59258.62305168875,Low,1.0
Female,Yes,19,1,Artist,0-5,18044.98379825874,Average,2.0
Female,Yes,31,1,Lawyer,10-20,23423.355883138138,High,
Female,Yes,24,0,Artist,0-5,9643.262653087204,Average,
Male,Yes,43,1,Artist,5-10,18577.98677052158,Average,4.0
Female,No,54,1,Entertainment,10-20,21359.470483449302,Low,1.0
Male,No,58,1,Healthcare,10-20,70053.29869468535,Low,4.0
Male,Yes,49,1,Artist,5-10,25731.972333122572,Low,2.0
Female,Yes,21,0,Lawyer,0-5,18591.594492418462,High,2.0
Female,No,41,1,Artist,0-5,39581.59318872188,Low,1.0
Female,No,44,0,Healthcare,10-20,41209.869426638055,Low,3.0
Male,Yes,54,1,Artist,+20,17026.022682976058,Average,2.0
Male,No,19,1,Entertainment,5-10,17881.444161959236,Low,3.0
Female,No,47,0,Artist,+20,17520.61913989561,Low,4.0
Male,Yes,20,1,Artist,0-5,13122.947907893908,Low,1.0
Male,Yes,19,1,Lawyer,5-10,22588.86942787382,Low,1.0
Male,No,59,1,Artist,0-5,70369.10589634374,Low,
Female,Yes,49,1,Lawyer,5-10,26963.393898556693,High,2.0
Male,Yes,19,1,Artist,0-5,17180.30701176853,Average,2.0
Female,No,31,1,Doctor,10-20,29428.668025805284,Low,4.0
Male,Yes,20,0,Executive,5-10,20418.131483490026,Low,1.0
Female,No,30,0,Engineer,0-5,26426.77470647252,Low,3.0
Male,Yes,32,1,Healthcare,10-20,34245.25434837365,Low,1.0
Male,Yes,49,1,Artist,0-5,31038.843822967578,Average,3.0
Male,Yes,54,1,Lawyer,10-20,66862.45135408554,Low,1.0
Female,Yes,56,0,Entertainment,+20,65807.76493256992,Average,3.0
Male,Yes,47,0,Doctor,10-20,34348.61400732536,Low,2.0
Female,No,49,0,Doctor,10-20,32412.776134189964,Low,4.0
Male,Yes,29,1,Artist,0-5,26680.99634751067,Average,3.0
Female,No,58,0,Healthcare,+20,63563.106227059485,Low,4.0
Female,Yes,57,0,Engineer,+20,24794.176759262373,Average,2.0
Male,Yes,49,1,Executive,10-20,37784.67157870371,High,2.0
Male,No,54,1,Artist,+20,58480.81751732313,Low,
Female,Yes,25,1,Doctor,0-5,30712.898398734524,Low,1.0
Female,,59,1,Executive,+20,57688.19016416343,High,1.0
Female,Yes,51,1,Artist,+20,40828.48032797945,High,2.0
Male,Yes,48,0,Lawyer,10-20,45343.26785461353,Low,2.0
Male,Yes,42,1,Artist,5-10,30800.176619132148,High,2.0
Female,Yes,39,1,Homemaker,10-20,20416.491492832,Low,1.0
Male,No,33,0,Lawyer,10-20,21705.76305262847,Low,2.0
Male,No,31,1,Healthcare,+20,22124.20390328043,Low,3.0
Female,Yes,33,1,Entertainment,10-20,17169.43953149675,Low,3.0
Female,Yes,48,1,Artist,+20,49493.31420409488,High,3.0
Male,Yes,45,0,Engineer,10-20,23030.103833152498,Low,6.0
Female,No,59,1,Artist,5-10,39834.32213611868,Low,1.0
Female,Yes,43,1,Artist,5-10,18868.517735897418,Average,3.0
Male,No,25,0,Healthcare,5-10,17635.09120260524,Low,4.0
Female,Yes,27,1,Doctor,0-5,28936.28923228806,Low,2.0
Male,Yes,56,1,Entertainment,10-20,66070.84175416455,Low,3.0
Female,No,57,1,Artist,+20,42438.999360970374,Low,1.0
Female,No,58,0,,10-20,,Low,
Female,No,18,0,Artist,0-5,8509.424160929593,Low,
Male,Yes,24,0,Lawyer,0-5,21955.828641468026,Average,2.0
Male,Yes,32,1,Entertainment,+20,21893.26604711831,Average,5.0
Female,Yes,47,1,Doctor,10-20,47418.17631580761,Low,2.0
Male,Yes,41,1,Entertainment,+20,39277.933943838456,Low,
Female,Yes,53,1,Homemaker,+20,57099.12863653313,Low,2.0
Female,Yes,48,1,Artist,5-10,54338.91016790384,Low,2.0
Female,Yes,23,1,Artist,0-5,19748.462360282436,High,4.0
Male,No,41,1,Artist,5-10,18955.538344760942,Low,1.0
Female,Yes,48,0,Lawyer,10-20,42560.61599631966,Low,1.0
Female,Yes,45,1,Artist,5-10,22772.25221552801,High,2.0
Male,Yes,56,0,Artist,+20,45733.02727929674,Average,3.0
Male,Yes,48,0,Entertainment,5-10,38672.724032022525,Average,2.0
Male,Yes,34,0,Lawyer,10-20,18190.5974526232,High,2.0
Male,Yes,32,0,Entertainment,+20,21615.774015961288,Low,1.0
Female,No,58,0,Doctor,0-5,32998.93809224609,Low,3.0
Female,Yes,20,1,Engineer,0-5,19544.441533381083,Low,3.0
Female,Yes,57,0,Entertainment,+20,68237.68208339269,Low,2.0
Female,No,50,1,Artist,+20,25912.498594577297,Low,1.0
Male,Yes,48,0,Entertainment,+20,53550.8605114973,Low,2.0
Male,No,53,0,Healthcare,10-20,19824.61131905757,Low,3.0
Male,No,41,0,Healthcare,5-10,15174.268399039122,Low,5.0
Female,Yes,47,1,Artist,+20,25273.76629537672,Average,2.0
Female,No,18,1,Healthcare,5-10,20375.042729595683,Low,4.0
Male,,52,0,Engineer,10-20,26523.557087861747,Average,3.0
Male,Yes,34,1,Executive,5-10,42754.833851634845,High,2.0
Male,Yes,36,1,Artist,5-10,30202.406064643055,Average,2.0
Male,No,59,1,Healthcare,+20,45996.09127670577,Low,1.0
Female,Yes,52,1,Doctor,+20,23627.854513182203,Average,2.0
Female,Yes,45,1,Artist,5-10,50164.98060752786,Average,2.0
Male,No,32,1,Healthcare,5-10,32364.408153317232,Low,4.0
Male,Yes,56,1,Lawyer,+20,50630.21720436891,Low,1.0
Female,No,58,0,Healthcare,10-20,68552.73663871054,Low,3.0
Female,Yes,57,1,Artist,+20,70348.26414952599,High,2.0
Male,No,30,1,Healthcare,0-5,30889.906728528666,Low,1.0
Female,No,44,0,Healthcare,10-20,21108.527380363772,Low,
Female,Yes,54,1,Lawyer,+20,53144.57164609167,High,2.0
Male,No,36,1,Entertainment,10-20,32230.98593903145,Low,1.0
Male,No,20,0,Healthcare,0-5,14056.661722098546,Low,4.0
Female,No,30,0,Marketing,0-5,23059.30067929482,Low,3.0
Female,No,34,1,Artist,0-5,30246.46868745125,Low,1.0
Female,Yes,38,1,Doctor,0-5,33595.380167004245,Average,4.0
Male,No,50,1,,+20,,Low,2.0
Male,No,29,0,Healthcare,5-10,14988.301173079633,Low,3.0
Male,Yes,18,0,Entertainment,0-5,11900.058810644026,Low,1.0
Female,Yes,27,1,Homemaker,10-20,21175.49937944032,Average,3.0
Female,Yes,51,1,Artist,5-10,44356.26474709957,Average,2.0
Female,Yes,22,1,Healthcare,0-5,21900.27902785642,High,2.0
Female,No,37,0,Marketing,5-10,19439.076533377665,Low,2.0
Female,No,33,1,Artist,5-10,25400.127099902467,Low,1.0
Male,Yes,18,0,Executive,10-20,23194.490213445897,Low,1.0
Female,Yes,36,1,Artist,10-20,27568.34794663461,High,8.0
Male,Yes,58,1,Artist,+20,47511.181610315565,High,3.0
Female,No,42,1,Engineer,5-10,23283.288410452136,Low,1.0
Female,No,36,0,Engineer,10-20,31530.080930003798,Low,5.0
Female,Yes,44,1,Entertainment,5-10,42538.6107810685,Average,2.0
Male,Yes,23,0,Healthcare,5-10,12854.876402599886,High,2.0
Female,No,35,0,Healthcare,+20,18621.768661170463,Low,3.0
Male,Yes,54,1,Artist,+20,18867.741778284566,Low,2.0
Male,Yes,28,1,Entertainment,0-5,20841.680739502768,Average,4.0
Male,Yes,47,1,Artist,10-20,42523.660977520456,Low,1.0
